Month,Country,OEMGROUP,SUBFORMFACTOR,GAMINGPRODUCTS,SCREEN_SIZE_INCHES,CPU_GROUP,CPU_MODEL,GPU_MODEL,CPU Ram,STORAGE_TYPE,SSD Capacity GB,PRICE_BRAND_USD_3,OS_VERSION,Operating_System_Summary,Sales_Units,Sales_Value,Series
2023-01-05,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,8192,eMMC,64,0-300,Chrome,Google OS,6.99,442.298,ASUS CHROMEBOOK
2023-01-03,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,8192,eMMC,64,0-300,Chrome,Google OS,18.91,898.355,ASUS CHROMEBOOK
2023-01-07,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,8192,eMMC,64,0-300,Chrome,Google OS,12.0,964.693,ASUS CHROMEBOOK
2023-01-10,Mexico,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,8192,eMMC,64,0-300,Chrome,Google OS,2.0,411.563,ASUS CHROMEBOOK
2023-01-11,Mexico,HP,Ultraslim Notebook,NO GAMING,14.0,CORE I5,Core i5-10310U,Intel UHD Graphics,8192,eMMC,64,0-300,Chrome,Google OS,2.0,537.685,HP CHROMEBOOK
2023-01-10,Mexico,HP,Ultraslim Notebook,NO GAMING,14.0,CORE I5,Core i5-10310U,Intel UHD Graphics,8192,eMMC,64,300-500,Chrome,Google OS,2.0,611.294,HP CHROMEBOOK
2023-01-07,Canada,Asus,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N3350,Intel HD Graphics 500,8192,eMMC,64,0-300,Chrome,Google OS,2.0,452.319,ASUS CHROMEBOOK
2023-01-08,Canada,Asus,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N3350,Intel HD Graphics 500,8192,eMMC,64,0-300,Chrome,Google OS,2.0,454.653,ASUS CHROMEBOOK
2023-01-03,Canada,Asus,Ultraslim Notebook,NO GAMING,15.6,PENTIUM SILVER,Pentium Silver N6000,Intel UHD Graphics,8192,eMMC,128,0-300,Chrome,Google OS,2.0,549.675,ASUS CHROMEBOOK
2023-01-09,Mexico,Asus,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N3350,Intel HD Graphics 500,8192,eMMC,64,300-500,Chrome,Google OS,2.0,640.986,ASUS CHROMEBOOK
2023-01-03,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4500,Intel UHD Graphics,8192,HDD+SSD,128,300-500,Windows 11,Windows OS,2.0,715.726,V14
2023-01-08,Mexico,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,8192,eMMC,64,0-300,Chrome,Google OS,5.0,1002.064,ASUS CHROMEBOOK
2023-01-04,Mexico,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,8192,eMMC,64,0-300,Chrome,Google OS,4.0,1143.507,ASUS CHROMEBOOK
2023-01-09,Canada,Acer,Ultraslim Notebook,NO GAMING,11.6,A4 Series,AMD A4-9120C,AMD Radeon R4,4096,eMMC,32,0-300,Chrome,Google OS,12.0,506.123,CHROMEBOOK
2023-01-04,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,11.6,A6 Series,AMD A6-9220C,AMD Radeon R5,4096,eMMC,32,0-300,Chrome,Google OS,2.0,561.397,CHROMEBOOK
2023-01-11,Mexico,HP,Ultraslim Notebook,NO GAMING,11.6,A4 Series,AMD A4-9120C,AMD Radeon R4,4096,eMMC,32,0-300,Chrome,Google OS,5.0,829.62,HP CHROMEBOOK
2023-01-05,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,11.6,A6 Series,AMD A6-9220C,AMD Radeon R5,4096,eMMC,32,0-300,Chrome,Google OS,5.0,960.194,CHROMEBOOK
2023-01-12,United States,Lenovo,Ultraslim Notebook,NO GAMING,11.6,A6 Series,AMD A6-9220C,AMD Radeon R5,4096,eMMC,32,0-300,Chrome,Google OS,-2.0,-241.0,CHROMEBOOK
2023-01-02,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,11.6,A6 Series,AMD A6-9220C,AMD Radeon R5,4096,eMMC,32,0-300,Chrome,Google OS,4.0,507.288,CHROMEBOOK
2023-01-07,Canada,Acer,Ultraslim Notebook,NO GAMING,11.6,MT8183C,MediaTek MT8183C,ARM Mali-G72 MP3,4096,eMMC,32,0-300,Chrome,Google OS,4.04,687.518,CHROMEBOOK
2023-01-05,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,-7.0,-1560.0,CHROMEBOOK
2023-01-07,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,-4.0,-1114.0,CHROMEBOOK
2023-01-08,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,-3.0,-863.0,CHROMEBOOK
2023-01-12,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,-4.0,-482.0,CHROMEBOOK
2023-01-08,United States,Acer,Ultraslim Notebook,NO GAMING,14.0,KOMPANIO,MediaTek Kompanio 828,ARM Mali-G57 MC5,4096,eMMC,32,0-300,Chrome,Google OS,2.0,598.0,CHROMEBOOK
2023-01-04,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,MT8183C,MediaTek MT8183C,ARM Mali-G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,2.0,439.116,CHROMEBOOK
2023-01-04,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,2.0,466.0,HP CHROMEBOOK
2023-01-09,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,2.0,598.0,HP CHROMEBOOK
2023-01-01,Mexico,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,Unknown,4096,eMMC,32,0-300,Chrome,Google OS,2.0,483.609,HP CHROMEBOOK
2023-01-08,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM G72 MP3,4096,eMMC,32,0-300,Chrome,Google OS,2.0,532.0,HP CHROMEBOOK
2023-01-06,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE M3,Core m3-8100Y,Unknown,4096,eMMC,128,0-300,Chrome,Google OS,2.0,454.0,ASUS CHROMEBOOK
2023-01-11,Canada,Lenovo,Ultraslim Notebook,NO GAMING,11.6,KOMPANIO,MediaTek Kompanio 520,ARM Mali-G52 MC2,4096,eMMC,32,0-300,Chrome,Google OS,2.0,498.0,CHROMEBOOK
2023-01-09,Canada,Lenovo,Ultraslim Notebook,NO GAMING,11.6,KOMPANIO,MediaTek Kompanio 520,ARM Mali-G52 MC2,4096,eMMC,32,0-300,Chrome,Google OS,2.0,507.322,CHROMEBOOK
2023-01-10,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,Unknown,4096,eMMC,32,0-300,Chrome,Google OS,7.0,806.0,HP CHROMEBOOK
2023-01-08,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,MediaTek Integrated Graphics,4096,eMMC,32,0-300,Chrome,Google OS,9.0,902.0,HP CHROMEBOOK
2023-01-07,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,Unknown,4096,eMMC,32,0-300,Chrome,Google OS,8.0,922.0,HP CHROMEBOOK
2023-01-10,United States,Acer,Ultraslim Notebook,NO GAMING,14.0,MT8183C,MediaTek MT8183C,ARM G72 MP3,4096,eMMC,32,0-300,Chrome,Google OS,7.0,1077.0,CHROMEBOOK
2023-01-03,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,Unknown,4096,eMMC,32,0-300,Chrome,Google OS,11.0,1097.0,HP CHROMEBOOK
2023-01-04,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,Unknown,4096,eMMC,32,0-300,Chrome,Google OS,6.0,446.0,HP CHROMEBOOK
2023-01-12,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,Unknown,4096,eMMC,32,0-300,Chrome,Google OS,6.0,871.0,HP CHROMEBOOK
2023-01-03,Mexico,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,32,0-300,Chrome,Google OS,6.0,1138.503,HP CHROMEBOOK
2023-01-09,Mexico,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,6.0,994.846,HP CHROMEBOOK
2023-01-08,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE M3,Core m3-8100Y,Unknown,4096,eMMC,128,0-300,Chrome,Google OS,5.0,431.0,ASUS CHROMEBOOK
2023-01-09,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,5.0,991.0,HP CHROMEBOOK
2023-01-07,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM G72 MP3,4096,eMMC,32,0-300,Chrome,Google OS,5.0,467.0,HP CHROMEBOOK
2023-01-11,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,MediaTek Integrated Graphics,4096,eMMC,32,0-300,Chrome,Google OS,5.0,468.0,HP CHROMEBOOK
2023-01-05,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,Unknown,4096,eMMC,32,0-300,Chrome,Google OS,5.0,546.0,HP CHROMEBOOK
2023-01-02,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,Unknown,4096,eMMC,32,0-300,Chrome,Google OS,5.0,586.0,HP CHROMEBOOK
2023-01-07,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE M3,Core m3-8100Y,Unknown,4096,eMMC,128,0-300,Chrome,Google OS,3.0,370.0,ASUS CHROMEBOOK
2023-01-11,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE M3,Core m3-8100Y,Unknown,4096,eMMC,128,0-300,Chrome,Google OS,4.0,398.0,ASUS CHROMEBOOK
2023-01-03,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,MediaTek Integrated Graphics,4096,eMMC,64,0-300,Chrome,Google OS,-5.0,-1234.0,HP CHROMEBOOK
2023-01-04,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,MediaTek Integrated Graphics,4096,eMMC,64,0-300,Chrome,Google OS,-4.0,-679.0,HP CHROMEBOOK
2023-01-05,United States,Acer,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,32,0-300,Chrome,Google OS,-1.0,-252.0,CHROMEBOOK
2023-01-04,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,Unknown,4096,eMMC,32,0-300,Chrome,Google OS,-1.0,-161.0,HP CHROMEBOOK
2023-01-08,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,Unknown,4096,eMMC,32,0-300,Chrome,Google OS,-1.0,-160.0,HP CHROMEBOOK
2023-01-01,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,Unknown,4096,eMMC,32,0-300,Chrome,Google OS,-2.0,-548.0,HP CHROMEBOOK
2023-01-07,United States,Acer,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,32,0-300,Chrome,Google OS,-2.0,-505.0,CHROMEBOOK
2023-01-12,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,MediaTek Integrated Graphics,4096,eMMC,32,0-300,Chrome,Google OS,-2.0,-445.0,HP CHROMEBOOK
2023-01-07,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,Unknown,4096,eMMC,32,0-300,Chrome,Google OS,-2.0,-433.0,HP CHROMEBOOK
2023-01-01,United States,Acer,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,32,0-300,Chrome,Google OS,-2.0,-379.0,CHROMEBOOK
2023-01-09,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM G72 MP3,4096,eMMC,32,0-300,Chrome,Google OS,-2.0,-289.0,HP CHROMEBOOK
2023-01-10,United States,Acer,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,32,0-300,Chrome,Google OS,-2.0,-262.0,CHROMEBOOK
2023-01-08,United States,Acer,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,32,0-300,Chrome,Google OS,-2.0,-200.0,CHROMEBOOK
2023-01-08,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,MediaTek Integrated Graphics,4096,eMMC,64,0-300,Chrome,Google OS,-2.0,-482.0,HP CHROMEBOOK
2023-01-09,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,-2.0,-281.0,CHROMEBOOK
2023-01-06,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,-2.0,-261.0,CHROMEBOOK
2023-01-08,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,-2.0,-233.0,CHROMEBOOK
2023-01-04,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,-1.0,-205.0,CHROMEBOOK
2023-01-10,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,-1.0,-171.0,CHROMEBOOK
2023-01-06,United States,Acer,Ultraslim Notebook,NO GAMING,14.0,MT8183C,MediaTek MT8183C,ARM G72 MP3,4096,eMMC,32,0-300,Chrome,Google OS,4.0,807.0,CHROMEBOOK
2023-01-01,United States,Acer,Ultraslim Notebook,NO GAMING,14.0,MEDIATEK,MediaTek MT8183C,ARM G72 MP3,4096,eMMC,32,0-300,Chrome,Google OS,4.0,1120.0,CHROMEBOOK
2023-01-11,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,Unknown,4096,eMMC,32,0-300,Chrome,Google OS,4.0,428.0,HP CHROMEBOOK
2023-01-07,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,Unknown,4096,eMMC,32,0-300,Chrome,Google OS,4.0,522.0,HP CHROMEBOOK
2023-01-11,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,Unknown,4096,eMMC,32,0-300,Chrome,Google OS,4.0,575.0,HP CHROMEBOOK
2023-01-07,Mexico,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,32,0-300,Chrome,Google OS,4.0,639.631,HP CHROMEBOOK
2023-01-11,Mexico,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,4.0,486.653,HP CHROMEBOOK
2023-01-02,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,4.0,964.0,HP CHROMEBOOK
2023-01-02,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,9.0,-1353.0,CHROMEBOOK
2023-01-01,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,58.0,-583.0,CHROMEBOOK
2023-01-02,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,64,300-500,Chrome,Google OS,2.0,620.0,HP CHROMEBOOK
2023-01-06,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,Unknown,4096,eMMC,32,300-500,Chrome,Google OS,-2.0,-938.0,HP CHROMEBOOK
2023-01-12,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,64,500-800,Chrome,Google OS,-2.0,-1051.0,CHROMEBOOK
2023-01-03,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,4096,eMMC,64,300-500,Chrome,Google OS,-2.0,-682.0,CHROMEBOOK
2023-01-05,United States,HP,Ultraslim Notebook,NO GAMING,11.6,MT8183,MediaTek MT8183,MediaTek Integrated Graphics,4096,eMMC,64,300-500,Chrome,Google OS,-2.0,-674.0,HP CHROMEBOOK
2023-01-01,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4000,Intel UHD Graphics 600,4096,Not Specified,Not Specified,0-300,Chrome,Google OS,24.0,1036.889,ASUS CHROMEBOOK
2023-01-07,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE M3,Core m3-8100Y,Intel HD Graphics 5000,4096,eMMC,64,300-500,Chrome,Google OS,-33.0,-9955.0,ASUS CHROMEBOOK
2023-01-09,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE M3,Core m3-8100Y,Intel HD Graphics 5000,4096,eMMC,64,0-300,Chrome,Google OS,-19.0,-3127.0,ASUS CHROMEBOOK
2023-01-06,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE M3,Core m3-8100Y,Intel HD Graphics 5000,4096,eMMC,64,500-800,Chrome,Google OS,-5.0,-2870.0,ASUS CHROMEBOOK
2023-01-12,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE M3,Core m3-8100Y,Intel HD Graphics 5000,4096,eMMC,64,0-300,Chrome,Google OS,-19.0,-2531.0,ASUS CHROMEBOOK
2023-01-11,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE M3,Core m3-8100Y,Intel HD Graphics 5000,4096,eMMC,64,0-300,Chrome,Google OS,-17.0,-2112.0,ASUS CHROMEBOOK
2023-01-08,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE M3,Core m3-8100Y,Intel HD Graphics 5000,4096,eMMC,64,0-300,Chrome,Google OS,-9.0,-1513.0,ASUS CHROMEBOOK
2023-01-10,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE M3,Core m3-8100Y,Intel HD Graphics 5000,4096,eMMC,64,0-300,Chrome,Google OS,-7.0,-525.0,ASUS CHROMEBOOK
2023-01-01,United States,HP,Ultraslim Notebook,NO GAMING,14.0,ATHLON SILVER,AMD Athlon Silver 3050C,AMD Radeon Graphics,4096,eMMC,64,300-500,Chrome,Google OS,2.0,780.0,HP CHROMEBOOK
2023-01-11,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE M3,Core m3-8100Y,Intel HD Graphics 615,4096,eMMC,128,0-300,Chrome,Google OS,10.0,992.0,ASUS CHROMEBOOK
2023-01-04,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE M3,Core m3-8100Y,Intel HD Graphics 615,4096,eMMC,128,0-300,Chrome,Google OS,5.0,740.0,ASUS CHROMEBOOK
2023-01-10,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE M3,Core m3-8100Y,Intel HD Graphics 615,4096,eMMC,128,0-300,Chrome,Google OS,3.0,418.0,ASUS CHROMEBOOK
2023-01-04,Canada,Asus,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,5.02,469.185,ASUS CHROMEBOOK
2023-01-05,Canada,Asus,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,5.0,704.516,ASUS CHROMEBOOK
2023-01-02,Canada,Asus,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N3350,Intel HD Graphics,4096,eMMC,64,0-300,Chrome,Google OS,5.01,619.329,ASUS CHROMEBOOK
2023-01-08,Canada,Asus,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,6.0,844.788,ASUS CHROMEBOOK
2023-01-01,Canada,Asus,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N3350,Intel HD Graphics,4096,eMMC,64,0-300,Chrome,Google OS,9.0,861.608,ASUS CHROMEBOOK
2023-01-03,Canada,Lenovo,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,3.01,426.758,CHROMEBOOK
2023-01-10,Canada,Lenovo,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,5.0,525.133,CHROMEBOOK
2023-01-08,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,10.0,702.553,CHROMEBOOK
2023-01-03,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4100,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,6.0,813.505,CHROMEBOOK
2023-01-06,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,32,0-300,Chrome,Google OS,5.0,821.451,ASUS CHROMEBOOK
2023-01-06,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,32,0-300,Chrome,Google OS,6.0,864.828,ASUS CHROMEBOOK
2023-01-02,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,5.0,897.756,ASUS CHROMEBOOK
2023-01-09,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,32,0-300,Chrome,Google OS,7.0,1043.988,ASUS CHROMEBOOK
2023-01-01,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,6.0,1099.464,ASUS CHROMEBOOK
2023-01-07,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,PENTIUM,Pentium N4200,Intel HD Graphics 505,4096,eMMC,32,0-300,Chrome,Google OS,16.0,567.069,ASUS CHROMEBOOK
2023-01-07,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,PENTIUM,Pentium N4200,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,4.02,578.075,ASUS CHROMEBOOK
2023-01-05,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,PENTIUM,Pentium N4200,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,3.04,708.083,ASUS CHROMEBOOK
2023-01-06,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,PENTIUM,Pentium N4200,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,4.01,731.214,ASUS CHROMEBOOK
2023-01-08,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,PENTIUM,Pentium N4200,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,7.0,921.46,ASUS CHROMEBOOK
2023-01-02,Canada,Asus,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,5.03,428.924,ASUS CHROMEBOOK
2023-01-01,Canada,Asus,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,5.99,727.317,ASUS CHROMEBOOK
2023-01-03,Canada,Asus,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,5.0,992.322,ASUS CHROMEBOOK
2023-01-08,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,-5.0,-1300.0,ASUS CHROMEBOOK
2023-01-09,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,-4.0,-985.0,ASUS CHROMEBOOK
2023-01-11,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,3.0,244.0,ASUS CHROMEBOOK
2023-01-10,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,3.0,342.0,ASUS CHROMEBOOK
2023-01-06,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 5000,4096,eMMC,32,300-500,Chrome,Google OS,-3.0,-909.0,ASUS CHROMEBOOK
2023-01-02,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 5000,4096,eMMC,32,0-300,Chrome,Google OS,8.0,-396.0,ASUS CHROMEBOOK
2023-01-10,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,32,0-300,Chrome,Google OS,4.0,246.0,ASUS CHROMEBOOK
2023-01-03,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 5000,4096,eMMC,32,0-300,Chrome,Google OS,8.0,266.0,ASUS CHROMEBOOK
2023-01-04,United States,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4120,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,2.0,478.0,CHROMEBOOK
2023-01-08,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4120,Intel UHD Graphics 600,4096,eMMC,64,300-500,Chrome,Google OS,2.0,716.087,CHROMEBOOK
